,year,value,industry_code,occupation_code,data_type
735,2018,10244260.0,000000,530000,01
736,2018,122999150.0,000001,000000,01
737,2018,6533370.0,000001,110000,01
738,2018,6463850.0,000001,130000,01
739,2018,3947720.0,000001,150000,01
740,2018,2245830.0,000001,170000,01
741,2018,726350.0,000001,190000,01
742,2018,1379130.0,000001,210000,01
743,2018,852060.0,000001,230000,01
744,2018,2246390.0,000001,250000,01
745,2018,1758540.0,000001,270000,01
746,2018,7437980.0,000001,290000,01
747,2018,3838680.0,000001,310000,01
748,2018,1356060.0,000001,330000,01
749,2018,12856070.0,000001,350000,01
750,2018,3729250.0,000001,370000,01
751,2018,4975250.0,000001,390000,01
752,2018,14452610.0,000001,410000,01
753,2018,18659470.0,000001,430000,01
754,2018,454510.0,000001,450000,01
755,2018,5488040.0,000001,470000,01
756,2018,5065650.0,000001,490000,01
757,2018,8921290.0,000001,510000,01
758,2018,9611030.0,000001,530000,01
759,2018,12527100.0,31--34,000000,01
760,2018,704680.0,31--34,110000,01
761,2018,494760.0,31--34,130000,01
762,2018,298070.0,31--34,150000,01
763,2018,821320.0,31--34,170000,01
764,2018,124980.0,31--34,190000,01
765,2018,430.0,31--34,210000,01
766,2018,7200.0,31--34,230000,01
767,2018,610.0,31--34,250000,01
768,2018,89390.0,31--34,270000,01
769,2018,28820.0,31--34,290000,01
770,2018,1050.0,31--34,310000,01
771,2018,13820.0,31--34,330000,01
772,2018,71110.0,31--34,350000,01
773,2018,63740.0,31--34,370000,01
774,2018,2150.0,31--34,390000,01
775,2018,419070.0,31--34,410000,01
776,2018,1117030.0,31--34,430000,01
777,2018,35170.0,31--34,450000,01
778,2018,199270.0,31--34,470000,01
779,2018,628340.0,31--34,490000,01
780,2018,6422880.0,31--34,510000,01
781,2018,983210.0,31--34,530000,01
